transaction_reference_id_1,transaction_reference_id_2,parsed_name,phonetic_parsed_name,parsed_address_street_name,phonetic_parsed_address_street_name,parsed_address_state,parsed_address_city,parsed_address_country,party_iban
6eb44e3d744ec42e27d989367c6f2d17,2e36880180dd4f9451145b21193d1e06,1.0,1,1.0,1.0,0.0,1.0,0.0,0.2727272727272727
d7f966387f86a3098de118dc95224fc2,6ba3345c59fc3d7e616f92ecc41e7840,1.0,1,0.9825108225108226,1.0,0.0,1.0,1.0,0.0
b060ca3b33cd781137fc2b9500885b90,2da1b0ebc42c7325a55947919f9cc944,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0
7ec2fa792814cf1868dec0a12ead5819,9dd5712dbd755f89f2291e5fada4ea71,1.0,1,0.5107744107744108,0.5,0.0,0.0,0.0,1.0
8fdf7aa82480ec0e33cc5d71b1fc2c37,aaa2c59d239a110d1323252ca0ad990b,1.0,1,0.5372628726287263,0.5,0.0,0.4083333333333334,0.0,0.0
c5d97e64db5c1033b6bd61ba91149b34,f1556a90d32d9855a3d461b7f3e2816f,1.0,1,0.5151515151515151,0.6666666666666666,0.0,0.49415204678362573,0.0,0.2272727272727273
e4d40b9b46546c6116de38b8d7cc47df,91705e63e54eb61aa8a6a653020bb0fe,1.0,1,0.4266081871345029,0.0,0.0,0.5430687830687831,0.0,0.0
7e4208f70ac20e057e9e674a784e22e6,d43965e96fc0e2563ec9fdd296e2f9b6,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0
7d89a97ec45501f2b8fad51e1dee261c,bd3993786d7c26224700be517c37d777,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0
b4f48c7017700260f4f2747f0b94c474,0da291d9957db5d5c239f8324d8e4935,1.0,1,0.5571095571095571,0.5,0.0,0.4318181818181818,0.0,0.0
05095218e997ecd5345a133d1687cf69,fb05d4bb7c70b86970d510c9376bcf34,1.0,1,0.5398692810457516,0.8333333333333334,0.0,0.27171717171717175,0.0,1.0
b40dc92fe5c6bcc8b172abd16cb8ca77,3ed0595c653ae447baeb14325324f4ab,1.0,1,0.0,0.0,0.0,0.4444444444444444,0.46428571428571425,0.0
d9c6559c77a5d9326d7dcdb3222411ad,19bd8c0eb9bbd7a8b0b55e3804b7acc4,1.0,1,0.6614827201783724,0.8833333333333334,0.529127593066212,0.5393518518518519,0.0,0.0
cbf2fe7db52b9102479925afa0672b55,77645b5c20f6d27e69fe1961ee8dedce,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0
a8de1d45f970e490d3c9b4dc9d52978b,9c8165699e218b4ad0ae7766ed8ba6d4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0
8697dacb194dd5596e745a26a503e1de,80e35fb864a4377001c1777310013e4e,1.0,1,0.48003072196620583,0.6666666666666666,0.0,0.5258730158730159,0.0,1.0
e8b33edd164b79588fafcc197d5a61c6,d112f06889e63778571651bba0a6e3b2,1.0,1,1.0,1.0,0.0,1.0,0.0,0.13636363636363635
aa696b2e8b371793d380884302ff4ba9,e70e79827cae0ae26c98e4ac12ddf24c,1.0,1,0.5310457516339869,0.5,0.0,0.7436363636363637,0.0,1.0
e4ea43d8616b7d3c1749c738423a05d0,25f602b7b2c766ce73a97497d94a8d30,1.0,1,0.5126050420168067,0.5,0.0,0.5055555555555555,0.5619047619047619,0.0
